From,To,Reason,Transfer Date,Status At Transfer
OCF,Christchurch,In Transit/Multi-Site Move,17-Jul-18,Sentenced (High)
SHCF,Rimutaka,Population Management,17-Jul-18,Remand - Accused
Waikeria,Rimutaka,In Transit/Multi-Site Move,17-Jul-18,Remand - Convicted
Waikeria,Rimutaka,Medical,17-Jul-18,Remand - Accused
Hawkes Bay,Manawatu,Judicial,17-Jul-18,Remand - Accused
Hawkes Bay,Rimutaka,In Transit/Multi-Site Move,17-Jul-18,Sentenced (Low)
Invercargill,OCF,In Transit/Multi-Site Move,17-Jul-18,Sentenced (Minimum)
SHCF,Hawkes Bay,Accepted for Programme,17-Jul-18,Sentenced (Low)
SHCF,Rimutaka,In Transit/Multi-Site Move,17-Jul-18,Remand - Accused
SHCF,Rimutaka,Judicial,17-Jul-18,Sentenced (High)
OCF,Christchurch,In Transit/Multi-Site Move,17-Jul-18,Sentenced (High)
SHCF,Hawkes Bay,Population Management,17-Jul-18,Remand - Accused
SHCF,Hawkes Bay,Population Management,17-Jul-18,Sentenced (High)
OCF,Christchurch,In Transit/Multi-Site Move,17-Jul-18,Sentenced (High)
Tongariro,Hawkes Bay,Accepted for Programme,17-Jul-18,Sentenced (Low Medium)
Hawkes Bay,Whanganui,Accepted for Programme,17-Jul-18,Sentenced (Low)
Waikeria,Manawatu,In Transit/Multi-Site Move,17-Jul-18,Remand - Accused
SHCF,Hawkes Bay,Accepted for Programme,17-Jul-18,Sentenced (Low Medium)
Manawatu,Rimutaka,In Transit/Multi-Site Move,17-Jul-18,Remand - Accused
Manawatu,Waikeria,Release,18-Jul-18,Sentenced (High)
Hawkes Bay,SHCF,Accepted for Programme,18-Jul-18,Sentenced (Low Medium)
Rimutaka,SHCF,In Transit/Multi-Site Move,18-Jul-18,Remand - Accused
Rimutaka,SHCF,In Transit/Multi-Site Move,18-Jul-18,Sentenced (Low)
MECF,ASCF,Population Management,18-Jul-18,Sentenced
Rimutaka,Waikeria,Personal Request,18-Jul-18,Remand - Convicted
NRCF,SHCF,Accepted for Programme,18-Jul-18,Sentenced (Low Medium)
OCF,Invercargill,Personal Request,18-Jul-18,Sentenced (Low Medium)
Invercargill,OCF,Placement Management,18-Jul-18,Sentenced (High)
Christchurch,Rolleston,Population Management,18-Jul-18,Remand - Accused
MECF,ASCF,Placement Management,18-Jul-18,Sentenced
Rimutaka,SHCF,Release,18-Jul-18,Sentenced (High)
Rimutaka,Waikeria,Personal Request,18-Jul-18,Sentenced (High)
SHCF,Waikeria,Judicial,18-Jul-18,Remand - Accused
Invercargill,OCF,In Transit/Multi-Site Move,18-Jul-18,Remand - Accused
MECF,ASCF,Population Management,18-Jul-18,Sentenced
Rimutaka,SHCF,In Transit/Multi-Site Move,18-Jul-18,Sentenced (High)
Hawkes Bay,SHCF,Accepted for Programme,18-Jul-18,Sentenced (Low Medium)
Rimutaka,Manawatu,Judicial,18-Jul-18,Remand - Accused
ARWCF,Arohata,Judicial,18-Jul-18,Remand - Accused
Hawkes Bay,SHCF,In Transit/Multi-Site Move,18-Jul-18,Sentenced (Low Medium)
Hawkes Bay,SHCF,In Transit/Multi-Site Move,18-Jul-18,Remand - Accused
MECF,ASCF,Population Management,18-Jul-18,Sentenced
MECF,ASCF,Population Management,18-Jul-18,Sentenced
Hawkes Bay,SHCF,Judicial,18-Jul-18,Remand - Accused
Rimutaka,Hawkes Bay,Judicial,18-Jul-18,Remand - Accused
Invercargill,OCF,Accepted for Programme,18-Jul-18,Remand - Accused
Whanganui,Tongariro,Accepted for Programme,18-Jul-18,Sentenced
MECF,ASCF,Population Management,18-Jul-18,Sentenced
OCF,Invercargill,Judicial,18-Jul-18,Sentenced (Low Medium)
Rimutaka,SHCF,In Transit/Multi-Site Move,18-Jul-18,Remand - Convicted
Tongariro,SHCF,In Transit/Multi-Site Move,18-Jul-18,Sentenced (Minimum)
MECF,ASCF,Population Management,18-Jul-18,Recall Outstanding
Rimutaka,Tongariro,Personal Request,18-Jul-18,Sentenced (High)
Rimutaka,Hawkes Bay,Accepted for Programme,18-Jul-18,Remand - Accused
MECF,ASCF,Population Management,18-Jul-18,Sentenced
Tongariro,SHCF,In Transit/Multi-Site Move,18-Jul-18,Sentenced (Minimum)
Hawkes Bay,SHCF,In Transit/Multi-Site Move,18-Jul-18,Remand - Convicted
Rimutaka,Tongariro,Accepted for Programme,18-Jul-18,Sentenced (High)
Arohata,Christchurch Womens,Personal Request,18-Jul-18,Sentenced (Low)
Whanganui,SHCF,In Transit/Multi-Site Move,18-Jul-18,Remand - Accused
MECF,SHCF,Judicial,18-Jul-18,Remand - Accused
Manawatu,Whanganui,Personal Request,18-Jul-18,Remand - Convicted
Rimutaka,Manawatu,Medical,18-Jul-18,Remand - Accused
Rimutaka,SHCF,Judicial,18-Jul-18,Remand - Accused
Manawatu,Whanganui,Judicial,18-Jul-18,Remand - Accused
Rimutaka,Hawkes Bay,Judicial,18-Jul-18,Remand - Accused
MECF,ASCF,Population Management,18-Jul-18,Sentenced
Christchurch,Waikeria,Medical,18-Jul-18,Sentenced
Hawkes Bay,SHCF,In Transit/Multi-Site Move,19-Jul-18,Sentenced (Low)
Rolleston,Whanganui,Accepted for Programme,19-Jul-18,Sentenced (Low)
OCF,Rimutaka,Accepted for Programme,19-Jul-18,Sentenced (High)
Christchurch,Rimutaka,In Transit/Multi-Site Move,19-Jul-18,Remand - Accused
MECF,NRCF,Population Management,19-Jul-18,Sentenced (Low Medium)
NRCF,MECF,Population Management,19-Jul-18,Remand - Accused
ASCF,Auckland,Population Management,19-Jul-18,Sentenced (High)
SHCF,Hawkes Bay,Accepted for Programme,19-Jul-18,Sentenced (Low Medium)
Hawkes Bay,SHCF,In Transit/Multi-Site Move,19-Jul-18,Sentenced (Minimum)
SHCF,ASCF,Accepted for Programme,19-Jul-18,Sentenced (High)
Hawkes Bay,Christchurch,Accepted for Programme,19-Jul-18,Sentenced (High)
SHCF,ASCF,Personal Request,19-Jul-18,Sentenced (Minimum)
Rimutaka,Christchurch,In Transit/Multi-Site Move,19-Jul-18,Sentenced (High)
MECF,NRCF,Judicial,19-Jul-18,Remand - Accused
Christchurch,Rimutaka,In Transit/Multi-Site Move,19-Jul-18,Sentenced (High)
MECF,NRCF,Population Management,19-Jul-18,Sentenced
MECF,NRCF,Judicial,19-Jul-18,Remand - Accused
NRCF,MECF,Population Management,19-Jul-18,Remand - Accused
Auckland,ASCF,Placement Management,19-Jul-18,Sentenced (High)
ASCF,Auckland,Accepted for Programme,19-Jul-18,Sentenced (High)
Tongariro,Rolleston,Accepted for Programme,19-Jul-18,Sentenced (Minimum)
Hawkes Bay,SHCF,In Transit/Multi-Site Move,19-Jul-18,Sentenced (Minimum)
Hawkes Bay,SHCF,In Transit/Multi-Site Move,19-Jul-18,Sentenced (Low Medium)
MECF,NRCF,Judicial,19-Jul-18,Remand - Accused
MECF,Auckland,Population Management,19-Jul-18,Remand - Convicted
Rimutaka,Rolleston,Accepted for Programme,19-Jul-18,Sentenced (Minimum)
NRCF,MECF,Population Management,19-Jul-18,Remand - Accused
SHCF,MECF,Judicial,19-Jul-18,Remand - Accused
SHCF,MECF,Release,19-Jul-18,Sentenced (High)
Rimutaka,Christchurch,In Transit/Multi-Site Move,19-Jul-18,Sentenced (Low)
SHCF,ASCF,Personal Request,19-Jul-18,Sentenced (Low)
Hawkes Bay,MECF,Judicial,19-Jul-18,Remand - Accused
Rimutaka,Rolleston,Accepted for Programme,19-Jul-18,Sentenced (Low Medium)
MECF,NRCF,Judicial,19-Jul-18,Sentenced (High)
NRCF,MECF,Population Management,19-Jul-18,Remand - Accused
Hawkes Bay,SHCF,In Transit/Multi-Site Move,19-Jul-18,Sentenced (Low)
MECF,ASCF,Population Management,19-Jul-18,Sentenced
NRCF,MECF,Population Management,19-Jul-18,Remand - Accused
Christchurch,Rimutaka,In Transit/Multi-Site Move,19-Jul-18,Sentenced (Minimum)
NRCF,MECF,Population Management,19-Jul-18,Remand - Accused
MECF,NRCF,Population Management,19-Jul-18,Sentenced
Rimutaka,MECF,Medical,19-Jul-18,Remand - Accused
Rolleston,Rimutaka,Accepted for Programme,19-Jul-18,Sentenced (Low)
MECF,NRCF,Judicial,19-Jul-18,Remand - Accused
NRCF,MECF,Population Management,19-Jul-18,Remand - Accused
MECF,ASCF,Population Management,19-Jul-18,Sentenced (Low Medium)
MECF,Auckland,Population Management,19-Jul-18,Remand - Convicted
SHCF,Hawkes Bay,Accepted for Programme,19-Jul-18,Sentenced (Minimum)
MECF,NRCF,Judicial,19-Jul-18,Remand - Accused
Rimutaka,Christchurch,Judicial,19-Jul-18,Remand - Accused
MECF,ASCF,Population Management,19-Jul-18,Sentenced (Low Medium)
SHCF,Auckland,Accepted for Programme,19-Jul-18,Sentenced (Minimum)
Hawkes Bay,SHCF,In Transit/Multi-Site Move,19-Jul-18,Sentenced (Low)
SHCF,Hawkes Bay,Accepted for Programme,19-Jul-18,Sentenced (Minimum)
Arohata,Christchurch Womens,Accepted for Programme,19-Jul-18,Sentenced (Low Medium)
MECF,NRCF,Judicial,19-Jul-18,Remand - Accused
NRCF,MECF,Population Management,19-Jul-18,Sentenced
Rolleston,Whanganui,Accepted for Programme,19-Jul-18,Sentenced (Minimum)
MECF,Auckland,Population Management,19-Jul-18,Remand - Convicted
Christchurch,Rimutaka,In Transit/Multi-Site Move,19-Jul-18,Sentenced (Low Medium)
SHCF,Hawkes Bay,Accepted for Programme,19-Jul-18,Sentenced (Minimum)
ASCF,SHCF,In Transit/Multi-Site Move,19-Jul-18,Sentenced (High)
MECF,ASCF,Population Management,19-Jul-18,Sentenced
SHCF,MECF,Judicial,19-Jul-18,Remand - Accused
MECF,NRCF,Judicial,19-Jul-18,Remand - Accused
SHCF,Auckland,Accepted for Programme,19-Jul-18,Sentenced (Minimum)
SHCF,MECF,Judicial,19-Jul-18,Remand - Convicted
Auckland,SHCF,In Transit/Multi-Site Move,19-Jul-18,Sentenced (High)
MECF,Auckland,Population Management,19-Jul-18,Remand - Accused
SHCF,MECF,Release,19-Jul-18,Remand - Accused
NRCF,MECF,Judicial,19-Jul-18,Remand - Accused
Christchurch,Rimutaka,In Transit/Multi-Site Move,19-Jul-18,Sentenced (Low Medium)
NRCF,MECF,Population Management,19-Jul-18,Remand - Accused
Rimutaka,Christchurch,Personal Request,19-Jul-18,Sentenced (High)
NRCF,Hawkes Bay,Accepted for Programme,19-Jul-18,Sentenced (Minimum)
MECF,Auckland,Population Management,19-Jul-18,Remand - Accused
Auckland,SHCF,In Transit/Multi-Site Move,19-Jul-18,Sentenced (High)
Hawkes Bay,SHCF,In Transit/Multi-Site Move,19-Jul-18,Sentenced (Low)
MECF,NRCF,Judicial,19-Jul-18,Remand - Accused
Rimutaka,Christchurch,Judicial,19-Jul-18,Remand - Accused
Hawkes Bay,Christchurch,Release,19-Jul-18,Sentenced (Low)
NRCF,MECF,Population Management,19-Jul-18,Remand - Accused
SHCF,Waikeria,Accepted for Programme,20-Jul-18,Sentenced (Low Medium)
Waikeria,SHCF,Population Management,20-Jul-18,Remand - Accused
Christchurch Womens,ARWCF,Personal Request,20-Jul-18,Remand - Accused
Waikeria,SHCF,Population Management,20-Jul-18,Remand - Accused
Arohata,ARWCF,Personal Request,20-Jul-18,Low
ARWCF,Christchurch Womens,Accepted for Programme,20-Jul-18,Sentenced (Low Medium)
Arohata,Christchurch Womens,Accepted for Programme,20-Jul-18,Remand - Convicted
MECF,NRCF,Population Management,20-Jul-18,Sentenced
NRCF,MECF,Judicial,20-Jul-18,Remand - Accused
Waikeria,SHCF,Population Management,20-Jul-18,Remand - Accused
ARWCF,Christchurch Womens,Accepted for Programme,20-Jul-18,Sentenced (High)
Waikeria,SHCF,Population Management,20-Jul-18,Remand - Accused
NRCF,MECF,Population Management,20-Jul-18,Remand - Accused
Waikeria,SHCF,Population Management,20-Jul-18,Remand - Accused
Waikeria,SHCF,In Transit/Multi-Site Move,20-Jul-18,Remand - Accused
Waikeria,SHCF,Population Management,20-Jul-18,Remand - Accused
NRCF,MECF,In Transit/Multi-Site Move,20-Jul-18,Sentenced (Low Medium)
Whanganui,Waikeria,Judicial,20-Jul-18,Remand - Accused
Waikeria,Whanganui,Judicial,20-Jul-18,Remand - Accused
Waikeria,SHCF,Population Management,20-Jul-18,Remand - Accused
NRCF,MECF,In Transit/Multi-Site Move,20-Jul-18,Remand - Accused
Whanganui,Hawkes Bay,Placement Management,20-Jul-18,Remand - Accused
Manawatu,Hawkes Bay,Placement Management,20-Jul-18,Sentenced (Low Medium)
SHCF,Waikeria,Judicial,20-Jul-18,Sentenced (High)
MECF,NRCF,Personal Request,20-Jul-18,Sentenced
Hawkes Bay,Whanganui,Judicial,20-Jul-18,Remand - Accused
SHCF,Waikeria,Personal Request,20-Jul-18,Sentenced (Low Medium)
Arohata,Christchurch Womens,Personal Request,20-Jul-18,Sentenced (Minimum)
SHCF,MECF,In Transit/Multi-Site Move,23-Jul-18,Sentenced (Low)
Auckland,SHCF,In Transit/Multi-Site Move,23-Jul-18,Sentenced (High)
Waikeria,SHCF,Accepted for Programme,23-Jul-18,Sentenced (Minimum)
SHCF,MECF,In Transit/Multi-Site Move,23-Jul-18,Sentenced (Minimum)
Auckland,SHCF,In Transit/Multi-Site Move,23-Jul-18,Sentenced (High)
Waikeria,SHCF,Accepted for Programme,23-Jul-18,Sentenced (Low)
SHCF,MECF,In Transit/Multi-Site Move,23-Jul-18,Remand - Accused
MECF,NRCF,Judicial,23-Jul-18,Remand - Accused
MECF,SHCF,In Transit/Multi-Site Move,23-Jul-18,Sentenced
NRCF,MECF,Population Management,23-Jul-18,Remand - Accused
MECF,NRCF,Accepted for Programme,23-Jul-18,Sentenced (Minimum)
SHCF,MECF,In Transit/Multi-Site Move,23-Jul-18,Sentenced (Minimum)
SHCF,ASCF,Accepted for Programme,23-Jul-18,Sentenced (Low Medium)
MECF,NRCF,Judicial,23-Jul-18,Remand - Accused
MECF,Auckland,Personal Request,23-Jul-18,Sentenced
MECF,Auckland,Judicial,23-Jul-18,Sentenced
NRCF,MECF,Release,23-Jul-18,Sentenced (Low Medium)
NRCF,MECF,Population Management,23-Jul-18,Remand - Accused
Auckland,SHCF,In Transit/Multi-Site Move,23-Jul-18,Sentenced (Low Medium)
MECF,NRCF,Judicial,23-Jul-18,Remand - Convicted
MECF,ASCF,Judicial,23-Jul-18,Recall Outstanding
MECF,ASCF,Population Management,23-Jul-18,Sentenced
MECF,NRCF,Accepted for Programme,23-Jul-18,Sentenced (Low)
SHCF,MECF,In Transit/Multi-Site Move,23-Jul-18,Sentenced (Low)
SHCF,MECF,Judicial,23-Jul-18,Remand - Convicted
OCF,Christchurch,Release,23-Jul-18,Sentenced (Low Medium)
SHCF,Waikeria,Judicial,23-Jul-18,Remand - Accused
NRCF,MECF,Population Management,23-Jul-18,Sentenced
Auckland,SHCF,In Transit/Multi-Site Move,23-Jul-18,Sentenced (High)
MECF,SHCF,In Transit/Multi-Site Move,23-Jul-18,Sentenced (Low Medium)
Auckland,SHCF,In Transit/Multi-Site Move,23-Jul-18,Sentenced (High)
MECF,NRCF,Accepted for Programme,23-Jul-18,Sentenced (Minimum)
SHCF,MECF,In Transit/Multi-Site Move,23-Jul-18,Sentenced (Minimum)
NRCF,MECF,Release,23-Jul-18,Sentenced (Low Medium)
NRCF,MECF,Release,23-Jul-18,Sentenced
MECF,SHCF,In Transit/Multi-Site Move,23-Jul-18,Sentenced
MECF,ASCF,Population Management,23-Jul-18,Sentenced (High)
Christchurch,Rolleston,Placement Review,23-Jul-18,Remand - Accused
NRCF,SHCF,In Transit/Multi-Site Move,23-Jul-18,Remand - Accused
NRCF,Rimutaka,Personal Request,23-Jul-18,Remand - Accused
MECF,SHCF,In Transit/Multi-Site Move,23-Jul-18,Sentenced
NRCF,MECF,Population Management,23-Jul-18,Remand - Accused
MECF,ASCF,Personal Request,23-Jul-18,Sentenced
NRCF,MECF,Population Management,23-Jul-18,Remand - Accused
MECF,NRCF,Judicial,23-Jul-18,Remand - Accused
Auckland,SHCF,In Transit/Multi-Site Move,23-Jul-18,Sentenced (Maximum)
Arohata,Christchurch Womens,Personal Request,23-Jul-18,Sentenced (Low)
Auckland,SHCF,In Transit/Multi-Site Move,23-Jul-18,Sentenced (High)
SHCF,Auckland,Accepted for Programme,23-Jul-18,Sentenced (Low)
MECF,NRCF,Judicial,23-Jul-18,Remand - Accused
MECF,NRCF,Judicial,23-Jul-18,Remand - Accused
Tongariro,Rimutaka,Placement Management,24-Jul-18,Sentenced (Low Medium)
MECF,NRCF,Accepted for Programme,24-Jul-18,Sentenced (Low)
SHCF,Tongariro,Population Management,24-Jul-18,Sentenced (Low Medium)
MECF,NRCF,Accepted for Programme,24-Jul-18,Sentenced (Minimum)
Christchurch,OCF,Release,24-Jul-18,Sentenced (Low Medium)
SHCF,Tongariro,Population Management,24-Jul-18,Sentenced (Low Medium)
SHCF,Manawatu,Population Management,24-Jul-18,Sentenced (High)
Hawkes Bay,Whanganui,Judicial,24-Jul-18,Sentenced (Low Medium)
Manawatu,Rimutaka,Accepted for Programme,24-Jul-18,Sentenced (High)
OCF,Rolleston,Personal Request,24-Jul-18,Sentenced (High)
MECF,NRCF,Judicial,24-Jul-18,Remand - Accused
Waikeria,Hawkes Bay,Population Management,24-Jul-18,Remand - Accused
MECF,NRCF,Judicial,24-Jul-18,Remand - Accused
OCF,Christchurch,Judicial,24-Jul-18,Remand - Convicted
OCF,Christchurch,Release,24-Jul-18,Remand - Convicted
Christchurch,OCF,Accepted for Programme,24-Jul-18,Sentenced (Low)
OCF,Christchurch,Judicial,24-Jul-18,Sentenced (High)
SHCF,Manawatu,Judicial,24-Jul-18,Remand - Accused
Hawkes Bay,Whanganui,Judicial,24-Jul-18,Remand - Accused
SHCF,Tongariro,Population Management,24-Jul-18,Sentenced (Low)
NRCF,MECF,Medical,24-Jul-18,(Low)
Hawkes Bay,Rimutaka,Accepted for Programme,24-Jul-18,Sentenced (Low)
Auckland,NRCF,Judicial,24-Jul-18,Remand - Convicted
Waikeria,Hawkes Bay,Placement Management,24-Jul-18,Remand - Accused
Waikeria,Hawkes Bay,Population Management,24-Jul-18,Remand - Accused
Manawatu,Rimutaka,Judicial,24-Jul-18,Sentenced
SHCF,Tongariro,Population Management,24-Jul-18,Sentenced (Low Medium)
SHCF,Tongariro,Release,24-Jul-18,Sentenced (Low Medium)
Manawatu,Rimutaka,Judicial,24-Jul-18,Remand - Accused
Waikeria,Hawkes Bay,Population Management,24-Jul-18,Remand - Accused
SHCF,Tongariro,Population Management,24-Jul-18,Sentenced (Low)
Manawatu,Rimutaka,Accepted for Programme,24-Jul-18,Remand - Accused
SHCF,Hawkes Bay,Placement Management,24-Jul-18,Remand - Accused
Waikeria,Hawkes Bay,Population Management,24-Jul-18,Sentenced (High)
SHCF,Rimutaka,Population Management,24-Jul-18,Sentenced (High)
Waikeria,Hawkes Bay,Placement Management,24-Jul-18,Remand - Convicted
Manawatu,Rimutaka,Judicial,24-Jul-18,Remand - Accused
SHCF,Rimutaka,Population Management,24-Jul-18,Sentenced (High)
Whanganui,Rimutaka,Accepted for Programme,24-Jul-18,Sentenced
Tongariro,Whanganui,Placement Management,24-Jul-18,Sentenced (Minimum)
SHCF,Hawkes Bay,Accepted for Programme,24-Jul-18,Sentenced (Low Medium)
NRCF,MECF,Population Management,24-Jul-18,Remand - Accused
SHCF,Rimutaka,Placement Management,24-Jul-18,Sentenced (Maximum)
SHCF,Tongariro,Population Management,24-Jul-18,Sentenced (Low Medium)
NRCF,MECF,Population Management,24-Jul-18,Remand - Accused
Waikeria,SHCF,In Transit/Multi-Site Move,25-Jul-18,Sentenced (Low)
Rimutaka,Waikeria,In Transit/Multi-Site Move,25-Jul-18,Remand - Accused
Auckland,Christchurch,Judicial,25-Jul-18,Remand - Accused
Rimutaka,SHCF,In Transit/Multi-Site Move,25-Jul-18,Remand - Convicted
Hawkes Bay,Rimutaka,Accepted for Programme,25-Jul-18,Sentenced (High)
Invercargill,OCF,In Transit/Multi-Site Move,25-Jul-18,Sentenced (Low)
Rimutaka,SHCF,In Transit/Multi-Site Move,25-Jul-18,Remand - Accused
Hawkes Bay,SHCF,In Transit/Multi-Site Move,25-Jul-18,Sentenced (High)
Christchurch,Auckland,Placement Management,25-Jul-18,Sentenced (Maximum)
Rimutaka,Waikeria,Judicial,25-Jul-18,Remand - Accused
Invercargill,OCF,Placement Management,25-Jul-18,Remand - Accused
Christchurch,Auckland,Judicial,25-Jul-18,Sentenced (Maximum)
Rimutaka,Waikeria,Judicial,25-Jul-18,Remand - Accused
Whanganui,SHCF,Release,25-Jul-18,Sentenced (Low Medium)
Rimutaka,Waikeria,Judicial,25-Jul-18,Remand - Accused
Rimutaka,SHCF,Judicial,25-Jul-18,Sentenced (High)
Auckland,Christchurch,Placement Management,25-Jul-18,(Maximum)
MECF,NRCF,Population Management,25-Jul-18,Sentenced (Minimum)
Rimutaka,SHCF,In Transit/Multi-Site Move,25-Jul-18,Remand - Accused
Rimutaka,SHCF,In Transit/Multi-Site Move,25-Jul-18,Remand - Accused
Rimutaka,Whanganui,Accepted for Programme,25-Jul-18,Sentenced
OCF,Invercargill,Release,25-Jul-18,Sentenced (High)
Invercargill,OCF,Accepted for Programme,25-Jul-18,Sentenced (Low)
Rimutaka,SHCF,Accepted for Programme,25-Jul-18,Sentenced (Minimum)
Rimutaka,Waikeria,Accepted for Programme,25-Jul-18,Sentenced (Minimum)
Christchurch,Rolleston,Accepted for Programme,25-Jul-18,Remand - Accused
Invercargill,OCF,Placement Management,25-Jul-18,Remand - Accused
Christchurch,Rolleston,Accepted for Programme,25-Jul-18,Remand - Accused
OCF,Invercargill,Personal Request,25-Jul-18,Sentenced (High)
Rimutaka,SHCF,Accepted for Programme,25-Jul-18,Sentenced (Low Medium)
Rimutaka,SHCF,In Transit/Multi-Site Move,25-Jul-18,Remand - Accused
Hawkes Bay,SHCF,In Transit/Multi-Site Move,25-Jul-18,Sentenced (Low)
Christchurch,Auckland,Judicial,25-Jul-18,Sentenced (Maximum)
Rimutaka,SHCF,Release,25-Jul-18,Sentenced (High)
Rimutaka,Whanganui,Accepted for Programme,25-Jul-18,Sentenced (Minimum)
Rimutaka,Waikeria,Release,25-Jul-18,Sentenced (High)
ASCF,SHCF,In Transit/Multi-Site Move,26-Jul-18,Sentenced (High)
Auckland,SHCF,In Transit/Multi-Site Move,26-Jul-18,
SHCF,MECF,Judicial,26-Jul-18,Remand - Accused
ASCF,Auckland,Placement Management,26-Jul-18,Sentenced (Low)
SHCF,MECF,Judicial,26-Jul-18,Remand - Convicted
MECF,SHCF,In Transit/Multi-Site Move,26-Jul-18,Remand - Accused
SHCF,MECF,Judicial,26-Jul-18,Remand - Accused
Auckland,ASCF,Population Management,26-Jul-18,Sentenced (High)
SHCF,ASCF,Personal Request,26-Jul-18,Sentenced (High)
ASCF,SHCF,In Transit/Multi-Site Move,26-Jul-18,Sentenced (Low)
MECF,NRCF,Judicial,26-Jul-18,Remand - Accused
NRCF,Auckland,Placement Management,26-Jul-18,Sentenced (Low)
Auckland,ASCF,Population Management,26-Jul-18,Sentenced (High)
NRCF,MECF,Population Management,26-Jul-18,Remand - Accused
ASCF,SHCF,In Transit/Multi-Site Move,26-Jul-18,Sentenced (Low Medium)
NRCF,MECF,Population Management,26-Jul-18,Remand - Accused
NRCF,MECF,Population Management,26-Jul-18,Remand - Accused
Auckland,ASCF,Population Management,26-Jul-18,Sentenced (High)
ASCF,MECF,In Transit/Multi-Site Move,26-Jul-18,Sentenced (High)
MECF,NRCF,Judicial,26-Jul-18,Remand - Accused
Rimutaka,MECF,Judicial,26-Jul-18,Remand - Accused
SHCF,MECF,Judicial,26-Jul-18,Remand - Accused
